text,policy_area
"To amend the Internal Revenue Code of 1986 to provide for an investment tax credit related to the
			 production of electricity from offshore wind. ",Taxation
"To amend title 31, United States Code, to prohibit the Internal Revenue Service from carrying out
			 seizures relating to a structuring transaction unless the property to be
			 seized derived from an illegal source or the funds were structured for the
			 purpose of concealing the violation of another criminal law or regulation,
			 to require notice and a post-seizure hearing for such seizures, and for
			 other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to provide a
		  credit against tax for increased homeowners insurance premiums suffered by
		  certain coastal homeowners or resulting from hurricane events.",Taxation
"To amend the Internal Revenue Code to impose an excise tax on opioid manufacturers, to make the funds collected through such tax available for opioid (including heroin) abuse prevention and treatment programs, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to modify certain rules applicable to qualified small issue manufacturing bonds, to expand certain exceptions to the private activity bond rules for first-time farmers, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to provide for
		  S corporation reform, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to require that ITIN applicants submit their application
			 in person at taxpayer assistance centers, and for other purposes.",Taxation
To amend the Internal Revenue Code of 1986 to expand the small employer health insurance credit.,Taxation
"To amend the Internal Revenue Code of 1986 to treat certain amounts paid for physical activity, fitness, and exercise as amounts paid for medical care.",Taxation
"To amend the Internal Revenue Code of 1986 to allow a
		  one-time, $1,500 credit against income tax for the purchase an automobile
		  manufactured in the United States.",Taxation
"To amend the Internal Revenue Code of 1986 to provide
		  more help to Alzheimer’s disease caregivers.",Taxation
"To amend the Internal Revenue Code of 1986 to reduce taxpayer burdens and enhance taxpayer
			 protections, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to eliminate the taxable income limit on percentage
			 depletion for oil and natural gas produced from marginal properties.",Taxation
"To exclude individuals who receive health insurance
		  coverage pursuant to the terms of a collective bargaining agreement from tax
		  credits and reductions in cost-sharing under the Patient Protection and
		  Affordable Care Act.",Taxation
"To amend the Internal Revenue Code of 1986 to allow members of the Ready Reserve of a reserve
			 component of the Armed Forces to make elective deferrals on the basis of
			 their service to the Ready Reserve and on the basis of their other
			 employment.",Taxation
"To amend the Internal Revenue Code of 1986 to restore age
		  14 as the age at which unearned income of minor children ceases to be taxed as
		  if parent’s income.",Taxation
To amend the Internal Revenue Code of 1986 to provide an age rating adjustment to the applicable percentage used to determine the credit for coverage under qualified health plans.,Taxation
"To amend the Internal Revenue Code of 1986 to provide for current year inclusion of net CFC tested income, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to repeal the
		  excise tax on medical devices.",Taxation
To amend the Internal Revenue Code of 1986 to provide a credit against income tax to physicians who serve a substantial number of medicare beneficiaries in rural areas.,Taxation
"To repeal the annual fee on health insurance providers
		  enacted by the Patient Protection and Affordable Care Act.",Taxation
"To amend the Internal Revenue Code of 1986 to encourage retirement and family savings, and for
			 other purposes.",Taxation
To amend the Internal Revenue Code of 1986 to provide for an investment tax credit related to the production of electricity from offshore wind.,Taxation
To allow certain coal exporters to directly claim a refund of the excise tax unconstitutionally imposed on coal exported by such exporters.,Taxation
"To amend the Internal Revenue Code of 1986 to make higher education more affordable, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to facilitate
		  water leasing and water transfers to promote conservation and
		  efficiency.",Taxation
"To amend the Internal Revenue Code of 1986 to provide equitable treatment for residents of Puerto
			 Rico with respect to the refundable portion of the child tax credit and to
			 provide the same treatment to families in Puerto Rico with one child or
			 two children that is currently provided to island families with three or
			 more children.",Taxation
"To amend the Internal Revenue Code of 1986 to reduce the
		  tax on beer to its pre-1991 level, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to expand and
		  make permanent the standard deduction for real property taxes.",Taxation
"To amend the Internal Revenue Code of 1986 to provide a

		  credit to certain agriculture-related businesses for the cost of protecting

		  certain chemicals.",Taxation
"To amend the Internal Revenue Code of 1986 to provide for
		  the taxation of income of controlled foreign corporations attributable to
		  imported property.",Taxation
"Expressing the opposition of Congress to
		  Federal efforts to establish a carbon tax on fuels for electricity and
		  transportation.",Taxation
To amend the Internal Revenue Code of 1986 to extend the financing of the Superfund.,Taxation
To amend the Internal Revenue Code of 1986 to provide a tax credit for property owners who remove lead-based paint hazards.,Taxation
"To amend the Internal Revenue Code of 1986 to improve the
		  rules relating to income earned abroad.",Taxation
"To amend the Internal Revenue Code of 1986
		  to provide a tax incentive to individuals teaching in elementary and secondary
		  schools located in rural or high unemployment areas and to individuals who
		  achieve certification from the National Board for Professional Teaching
		  Standards, and for other purposes.",Taxation
"To provide that CARES Act Provider Relief Fund payments are not includible in gross income, and for other purposes.",Taxation
To amend the Internal Revenue Code of 1986 to classify automatic fire sprinkler systems as 5-year property for purposes of depreciation.,Taxation
"To amend the Internal Revenue Code of 1986 to clarify the
		  capital gain or loss treatment of the sale or exchange of mitigation credits
		  earned by restoring wetlands, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to allow
		  individuals a refundable credit against income tax for the purchase of private
		  health insurance, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to increase certain fuel taxes and to strengthen the
			 earned income tax credit and make permanent certain tax provisions under
			 the American Recovery and Reinvestment Act of 2009.",Taxation
"To amend the Internal Revenue Code of 1986 to extend the financing for Superfund for purposes of cleanup activities with respect to those Superfund sites for which removal and remedial action is estimated to cost more than $50,000,000, and for other purposes.",Taxation
"To reduce the deficit by imposing a minimum effective tax
		  rate for high-income taxpayers.",Taxation
"To amend the Internal Revenue Code of 1986 to lower the mileage threshold for deduction in
			 determining adjusted gross income of certain expenses of members of
			 reserve components of the Armed Forces, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to increase retirement savings, to improve retirement plan administration, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to modify the
		  incentives for the production of biodiesel.",Taxation
To amend the Internal Revenue Code of 1986 to treat certain payments made to the European Union in lieu of income taxes to a member of the European Union as income taxes paid to a foreign country for purposes of the foreign tax credit.,Taxation
"To amend the Internal Revenue Code of 1986 to require public disclosure of individual tax returns
			 of candidates for President and Vice President of the United States.",Taxation
"To amend the Internal Revenue Code of 1986 to impose a surtax on corporations with significant
			 disparities in employee wages.",Taxation
To amend the Internal Revenue Code of 1986 to provide an exemption from the air transportation tax for certain transportation by seaplanes.,Taxation
To amend the Internal Revenue Code of 1986 to repeal the estate and generation-skipping transfer taxes.,Taxation
"To amend the Internal Revenue Code of 1986 to exclude corporations operating prisons from the
			 definition of taxable REIT subsidiary.",Taxation
"To amend the Internal Revenue Code of 1986 to allow full
		  expensing for the cost of qualified refinery property in the year in which the
		  property is placed in service, and to classify petroleum refining property as
		  5-year property for purposes of depreciation.",Taxation
"To amend the Internal Revenue Code of 1986 to make the credit for prior year minimum tax liability refundable for individuals after a period of years, to require returns with respect to certain stock options, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to extend and improve the Indian coal production tax
			 credit.",Taxation
"To prohibit the Secretary of the Treasury from enforcing
		  the Patient Protection and Affordable Care Act and the Health Care and
		  Education Reconciliation Act of 2010.",Taxation
"To amend the Internal Revenue Code of 1986 to include
		  automated fire sprinkler systems as section 179 property and classify certain
		  automated fire sprinkler systems as 15-year property for purposes of
		  depreciation.",Taxation
"To amend the Internal Revenue Code of 1986 to allow a
		  deduction for care packages provided for soldiers in combat
		  zones.",Taxation
To amend the Internal Revenue Code of 1986 to exclude from gross income the proceeds from certain company-owned life insurance.,Taxation
To amend the Internal Revenue Code of 1986 to allow a deduction for expenses related to the purchase and installation of qualifying electronic premise security systems.,Taxation
"To amend the Internal Revenue Code of 1986 to allow an
		  above-the-line deduction for attorney fees and costs in connection with civil
		  claim awards.",Taxation
"To amend the Internal Revenue Code of 1986 to provide a
		  temporary increase in the new qualified hybrid motor vehicle credit for school
		  buses.",Taxation
"To amend the Internal Revenue Code of 1986 to encourage
		  domestic insourcing and discourage foreign outsourcing.",Taxation
"To amend the Internal Revenue Code of 1986 to allow a
		  credit against income tax for amounts paid by a spouse of a member of the Armed
		  Forces for a new State license or certification required by reason of a
		  permanent change in the duty station of such member to another
		  State.",Taxation
"To amend the Internal Revenue Code of 1986 to provide for an exclusion for assistance provided to
			 participants in certain veterinary student loan repayment or forgiveness
			 programs.",Taxation
To amend the Internal Revenue Code of 1986 to expand expensing for small business.,Taxation
To amend the Internal Revenue Code of 1986 to allow look-through treatment of payments between related foreign corporations.,Taxation
"To amend the Internal Revenue Code of 1986 to restore the
		  Highway Trust Fund balance.",Taxation
"To amend the Internal Revenue Code of 1986 to establish a new status for certain tax-exempt
			 organizations with administrative expenses not exceeding 25 percent of
			 contributions.",Taxation
"To amend the Internal Revenue Code of 1986 to reduce the
		  tax on beer to its pre-1991 level, and for other purposes.",Taxation
"To provide for 100 percent expensing for capital property
		  placed in service on or after September 8, 2010, and before
		  2012.",Taxation
To amend title 4 of the United States Code to prohibit the double taxation of telecommuters and others who work at home.,Taxation
To amend the Internal Revenue Code of 1986 to provide tax relief for small businesses.,Taxation
To amend the Internal Revenue Code of 1986 to provide an increased exclusion of gain from the sale of a principal residence by certain widows and widowers.,Taxation
"To amend the Internal Revenue Code of 1986 to allow for the inclusion of additional expenses in dependent care FSAs, and for other purposes.",Taxation
"To affirm the religious freedom of taxpayers who are conscientiously opposed to participation in war, to provide that the income, estate, or gift tax payments of such taxpayers be used for nonmilitary purposes, to create the Religious Freedom Peace Tax Fund to receive such tax payments, to improve revenue collection, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to extend the
		  new markets tax credit through 2016, and for other purposes.",Taxation
"To restrict the use of abusive tax shelters

		  and offshore tax havens to inappropriately avoid Federal taxation, and for

		  other purposes.",Taxation
To amend the Internal Revenue Code of 1986 to create Universal Savings Accounts.,Taxation
"To amend the Internal Revenue Code of 1986
		  to extend the exclusion from gross income for employer-provided health coverage
		  to designated plan beneficiaries of employees, and for other
		  purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to extend for two years the credit for combined heat and
			 power system property.",Taxation
"To amend the Internal Revenue Code of 1986
		  to increase the above-the-line deduction for teacher classroom supplies and to
		  expand such deduction to include qualified professional development
		  expenses.",Taxation
"To amend the Internal Revenue Code of 1986 to provide a
		  4-year extension of the deduction for tuition and related
		  expenses.",Taxation
To limit the development or implementation of a return-free tax system.,Taxation
"To amend the Internal Revenue Code of 1986 to allow
		  individuals to designate overpayments of income tax for disaster
		  relief.",Taxation
"To amend the Internal Revenue Code of 1986 to allow
		  employers a credit against income tax equal to 50 percent of the compensation
		  paid to employees while they are performing active duty service as members of
		  the Ready Reserve or the National Guard and of the compensation paid to
		  temporary replacement employees.",Taxation
To ensure that tax return preparers demonstrate minimum standards of competency.,Taxation
"To amend the Internal Revenue Code of 1986 to reinstate the financing for the Hazardous Substance
			 Superfund, and for other purposes.",Taxation
"To limit the authority of States or other taxing jurisdictions to tax certain income of employees for employment duties performed in other States or taxing jurisdictions, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to facilitate nationwide availability of volunteer
			 income tax assistance for low-income and underserved populations.",Taxation
"To amend the Internal Revenue Code of 1986 to prohibit
		  the Secretary of the Treasury from requiring that taxpayers reconcile amounts
		  with respect to reportable payment transactions to amounts related to gross
		  receipts and sales.",Taxation
"To amend the Internal Revenue Code of 1986 to repeal the percentage depletion allowance for certain
			 hardrock mines.",Taxation
"To amend the Employee Retirement and Income Security Act of 1974 and the Internal Revenue Code of
			 1986 to provide for the electronic delivery of pension plan information.",Taxation
To amend the Internal Revenue Code of 1986 to encourage charitable contributions of real property for conservation purposes by Native Corporations.,Taxation
"To provide for reconciliation pursuant to title II of the concurrent resolution on the budget for
			 fiscal year 2018.",Taxation
"To amend the Internal Revenue Code of 1986 to allow a
		  $2,000 refundable credit for individuals who are active members of volunteer
		  firefighting and emergency medical service organizations.",Taxation
"To amend the Internal Revenue Code of 1986 to allow the deduction for charitable contributions as
			 an above-the-line deduction.",Taxation
To allow 2020 recovery rebates with respect to qualifying children over the age of 16.,Taxation
"To amend the Internal Revenue Code of 1986 to improve and
		  extend certain energy-related tax provisions, and for other
		  purposes.",Taxation
To repeal certain tax provisions of the Energy Policy Act of 2005.,Taxation
To amend the Internal Revenue Code of 1986 to provide a credit and a deduction for small political contributions.,Taxation
To amend the Internal Revenue Code of 1986 to allow a credit against income tax for equity investments in high technology small business concerns.,Taxation
"To amend the Internal Revenue Code of 1986

		  to exclude from gross income the gain from the sale of a principal residence by

		  certain employees of the intelligence community.",Taxation
To amend the Internal Revenue Code of 1986 to restore the deduction for the travel expenses of a taxpayer’s spouse who accompanies the taxpayer on business travel.,Taxation
"To amend the Internal Revenue Code of 1986 to exempt
		  certain stock of real estate investment trusts from the tax on foreign
		  investments in United States real property interests, and for other
		  purposes.",Taxation
To amend the Internal Revenue Code of 1986 to extend the financing of the Superfund.,Taxation
"To amend the Internal Revenue Code of 1986 to repeal the inclusion of certain fringe benefit
			 expenses for which a deduction is disallowed in unrelated business taxable
			 income.",Taxation
"To make the Economic Growth and Tax Relief Reconciliation
		  Act of 2001 and certain other tax benefits permanent law.",Taxation
"To amend the Internal Revenue Code of 1986 to provide
		  that a deduction equal to fair market value shall be allowed for charitable
		  contributions of literary, musical, artistic, or scholarly compositions created
		  by the donor.",Taxation
"To amend the Internal Revenue Code of 1986 to ensure that working families have access to
			 affordable health insurance coverage.",Taxation
To amend the Internal Revenue Code of 1986 to extend for one year the employer wage credit for employees who are active duty members of the uniformed services.,Taxation
To amend the Internal Revenue Code of 1986 to exempt certain transportation provided by seaplanes from the excise tax imposed on the transportation of persons by air.,Taxation
"To provide a permanent deduction for State and local
		  general sales taxes.",Taxation
"To amend the Internal Revenue Code of 1986 to provide for the proper tax treatment of personal
			 service income earned in pass-thru entities.",Taxation
"To amend the Internal Revenue Code of 1986 to allow for distributions from 529 accounts for
 expenses associated with registered apprenticeship programs.",Taxation
"To amend the Internal Revenue Code of 1986 to allow individuals with direct primary care service arrangements to remain eligible individuals for purposes of health savings accounts, and for other purposes.",Taxation
To amend the Internal Revenue Code of 1986 to permit rollovers from retirement plans to health savings accounts.,Taxation
"To amend the Internal Revenue Code of 1986 to provide
		  that solar energy property need not be located on the property with respect to
		  which it is generating electricity in order to qualify for the residential
		  energy efficient property credit.",Taxation
"To amend the Internal Revenue Code of 1986 to make
		  permanent the deduction of State and local general sales
		  taxes.",Taxation
"To amend the Internal Revenue Code of 1986 to repeal certain rules related to the determination of
			 unrelated business taxable income.",Taxation
"To amend the Internal Revenue Code of 1986 to improve the Historic Rehabilitation Tax Credit, and
			 for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to provide a
		  tax deduction for itemizers and nonitemizers for expenses relating to home
		  schooling.",Taxation
"To amend the Internal Revenue Code of 1986 to provide an exemption to the employer health insurance
			 mandate for small businesses which are experiencing hardship.",Taxation
"To amend the Internal Revenue Code of 1986 to make permanent the work opportunity tax credit and to
			 allow the transfer of such credit in the case of contracted veterans.",Taxation
"To amend the Internal Revenue Code of 1986 to provide a
		  special depreciation allowance and recovery period for noncommercial aircraft
		  property.",Taxation
"To amend the Internal Revenue Code of 1986 to extend the
		  first-time homebuyer tax credit, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986
		  to provide that major oil and gas companies will not be eligible for the
		  effective rate reductions enacted in 2004 for domestic
		  manufacturers.",Taxation
"To amend the Internal Revenue Code of 1986 to modify the
		  exception from the 10-percent penalty for early withdrawals from governmental
		  plans for Federal and State qualified public safety employees.",Taxation
"Proposing an amendment to the Constitution of the United
		  States to limit the power of Congress to impose a tax on a failure to purchase
		  goods or services.",Taxation
"To amend the Internal Revenue Code of 1986 to broaden the special rules for certain governmental
			 plans under section 105(j) to include plans established by political
			 subdivisions.",Taxation
"To amend the Internal Revenue Code of 1986 to impose a
		  temporary windfall profit tax on crude oil, to make the revenues from such tax
		  available for investments in renewable energy and energy efficiency, and for
		  other purposes.",Taxation
To amend the Internal Revenue Code of 1986 to make permanent the deduction for contributions of food inventory by all corporations.,Taxation
"To amend the Internal Revenue Code of 1986 to provide further tax incentives for dependent care
			 assistance.",Taxation
"To provide an exclusion from gross income for certain workers, and for other purposes.",Taxation
"To permanently extend the 2001 and 2003 tax
		  cuts.",Taxation
"To amend the Internal Revenue Code of 1986 to provide the
		  same capital gains treatment for art and collectibles as for other investment
		  property and to provide that a deduction equal to fair market value shall be
		  allowed for charitable contributions of literary, musical, artistic, or
		  scholarly compositions created by the donor.",Taxation
"To amend the Internal Revenue Code of 1986

		  to exclude from gross income amounts paid on behalf of Federal employees and

		  members of the Armed Forces on active duty under Federal student loan repayment

		  programs.",Taxation
"To amend the Public Health Service Act, the Employee Retirement Income Security Act of 1974, and the Internal Revenue Code of 1986 to provide for certain health coverage of newborns.",Taxation
"To amend the Internal Revenue Code of 1986 to add human
		  papillomavirus vaccines to the list of taxable vaccines for purposes of the
		  Vaccine Injury Compensation Trust Fund.",Taxation
"To amend the Internal Revenue Code of 1986 to exclude
		  executive branch officers and employees from nonrecognition rules relating to
		  the sale of property to comply with conflict-of-interest
		  requirements.",Taxation
To amend the Internal Revenue Code of 1986 to provide incentives for building homeless shelters in areas warranting assistance due to incidents of national significance.,Taxation
"To amend the Internal Revenue Code of 1986 to provide for a gasoline tax holiday, and for other purposes.",Taxation
"To clarify the tax treatment of certain payments made to
		  homeowners by the Louisiana Recovery Authority and the Mississippi Development
		  Authority.",Taxation
"To amend the Internal Revenue Code of 1986 to repeal the excise tax on high cost employer-sponsored
			 health coverage.",Taxation
"To amend the Internal Revenue Code of 1986 to allow the
		  estate of a decedent to use the capital loss carryover of the decedent as a
		  deduction against estate tax.",Taxation
"To amend the Internal Revenue Code of 1986 to disallow
		  deductions for the payment of punitive damages, and for other
		  purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to allow individuals with direct primary care service
			 arrangements to remain eligible individuals for purposes of health savings
			 accounts, and for other purposes.",Taxation
To provide for improved coordination between the paycheck protection program and the employee retention tax credit.,Taxation
"To amend the Internal Revenue Code of 1986 to provide a credit against tax for job training
			 expenses of employers.",Taxation
To amend the Internal Revenue Code of 1986 to provide a tax credit for expenses for household and elder care services necessary for gainful employment.,Taxation
To prevent homeowners from being forced to pay taxes on forgiven mortgage loan debt.,Taxation
"To amend the Internal Revenue Code of 1986 to allow
		  volunteer firefighters a deduction for personal safety
		  clothing.",Taxation
"To amend the Internal Revenue Code of 1986 to expand and
		  improve the dependent care tax credit.",Taxation
"To amend the Internal Revenue Code of 1986 to improve the operation of employee stock ownership plans, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to extend and modify the tax credit for electric vehicle
			 recharging property.",Taxation
"To reduce Federal spending and the deficit by terminating taxpayer financing of Presidential
			 election campaigns.",Taxation
"To amend the Internal Revenue Code of 1986 to provide for current year inclusion of net CFC tested
			 income, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to increase the above-the-line deduction for certain
			 expenses of elementary and secondary school teachers.",Taxation
"To amend the Internal Revenue Code of 1986 to permanently
		  extend and expand the charitable deduction for contributions of food
		  inventory.",Taxation
"To amend the Internal Revenue Code of 1986 to increase and make permanent the exclusion for
			 benefits provided to volunteer firefighters and emergency medical
			 responders.",Taxation
"To amend the Internal Revenue Code of 1986 to permanently extend the 15-year recovery period for
			 qualified leasehold improvement property, qualified restaurant property,
			 and qualified retail improvement property.",Taxation
To amend the Internal Revenue Code of 1986 to encourage guaranteed lifetime income payments from annuities and similar payments of life insurance proceeds at dates later than death by excluding from income a portion of such payments.,Taxation
"To amend the Internal Revenue Code of 1986 to provide for carbon dioxide and other greenhouse gas
			 emission fees, reduce the rate of the corporate income tax, provide tax
			 credits to workers, deliver additional benefits to retired and disabled
			 Americans, and for other purposes.",Taxation
To amend the Internal Revenue Code of 1986 to increase the catch-up contribution limit for retirement plans of participants age 62 through 64.,Taxation
"To amend the Internal Revenue Code of 1986 to allow a
		  credit against income tax for the purchase of hearing aids.",Taxation
"To amend the Internal Revenue Code of 1986 to modify the automatic extension of certain deadlines in the case of taxpayers affected by Federally declared disasters, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to provide a
		  tax credit to employers for the costs of implementing wellness programs, and
		  for other purposes.",Taxation
To amend the Internal Revenue Code of 1986 to reform taxation of alcoholic beverages.,Taxation
"To amend the Internal Revenue Code of 1986 to reinstate the financing for the Hazardous Substance
			 Superfund, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to provide
		  incentives for employer-provided employee housing assistance, and for other
		  purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to ensure that kombucha is exempt from any excise taxes
			 and regulations imposed on alcoholic beverages.",Taxation
To amend the Internal Revenue Code of 1986 to enhance the Child and Dependent Care Tax Credit and make the credit fully refundable.,Taxation
To provide for reconciliation pursuant to titles II and V of the concurrent resolution on the budget for fiscal year 2018.,Taxation
To amend the Internal Revenue Code of 1986 to allow the Hope Scholarship Credit to be used for elementary and secondary expenses.,Taxation
"To amend the Internal Revenue Code of 1986 to permit the disclosure of certain tax return
			 information for the purpose of missing or exploited children
			 investigations.",Taxation
"To provide a temporary increase in the limitation on deductible contributions made for relief
			 efforts related to Hurricane Dorian.",Taxation
To amend the Internal Revenue Code of 1986 to extend for one year the enhanced charitable deduction for contributions of food inventory.,Taxation
"To suspend the excise tax on fuel used in commercial
		  aviation.",Taxation
To amend the Internal Revenue Code of 1986 to limit the charitable deduction for certain qualified conservation contributions.,Taxation
"To amend the Internal Revenue Code of 1986 to allow a
		  credit for the purchase of idling reduction systems for diesel-powered
		  on-highway vehicles.",Taxation
"To amend the Internal Revenue Code of 1986 to eliminate the $117,000 cap on income subject to 
Social Security payroll taxes. 
",Taxation
"To amend the Internal Revenue Code of 1986 to establish tax credits to encourage individual and corporate taxpayers to contribute to scholarships for students through eligible scholarship-granting organizations and eligible workforce training organizations, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to clarify the application of the net operating loss
			 deduction.",Taxation
"To amend the Internal Revenue Code of 1986 to extend the
		  charitable contributions deduction for food inventory, book inventory, and
		  computer technology and equipment.",Taxation
To rescue domestic medical product manufacturing activity by providing incentives in economically distressed areas of the United States and its possessions.,Taxation
"To amend the Internal Revenue Code of 1986 to allow employers a credit against income tax for
			 employees who participate in qualified apprenticeship programs.",Taxation
To amend the Internal Revenue Code of 1986 to eliminate the marriage penalty in the income tax rate brackets.,Taxation
"To amend the Internal Revenue Code of 1986 to defer the
		  tax on the gain on the sale of certain telecommunications and media businesses,
		  and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to increase
		  the credit for research expenses for 2013 and 2014 and to allow the credit to
		  be assigned.",Taxation
"To amend the Internal Revenue Code of 1986 to provide a
		  1-year extension of the increased expensing of certain depreciable business
		  assets and the special depreciation allowance for certain business
		  property.",Taxation
"To amend section 5000A of the Internal Revenue Code of 1986 to provide an additional religious exemption from the individual health coverage mandate, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to promote new business innovation, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to enhance the Child and Dependent Care Tax Credit and
			 make the credit fully refundable.",Taxation
"To amend the Internal Revenue Code of 1986 to provide a

		  refundable credit for certain education expenses.",Taxation
"To amend the Internal Revenue Code of 1986 to provide
		  that the proceeds of qualified mortgage bonds may be used to provide
		  refinancing for subprime loans, to provide a temporary increase in the volume
		  cap for qualified mortgage bonds, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to make permanent the increase in the standard
			 deduction, the increase in and modifications of the child tax credit, and
			 the repeal of the deduction for personal exemptions contained in Public
			 Law 115–97.",Taxation
To amend the Internal Revenue Code of 1986 to provide for a refundable adoption tax credit.,Taxation
"To amend the Internal Revenue Code of 1986 to provide for

		  the extension of the Highway Trust Fund and the Aquatic Resources Trust Fund

		  expenditure authority and related taxes and to provide for excise tax reform

		  and simplification, and for other purposes. ",Taxation
"To restrict the use of offshore tax havens and abusive
		  tax shelters to inappropriately avoid Federal taxation, and for other
		  purposes.",Taxation
"To amend the Higher Education Act of 1965 to extend the
		  reduced interest rate for undergraduate Federal Direct Stafford Loans, to
		  modify required distribution rules for pension plans, to limit earnings
		  stripping by expatriated entities, to provide for modifications related to the
		  Oil Spill Liability Trust Fund, and for other purposes.",Taxation
To amend the Internal Revenue Code of 1986 to exempt a portion of unemployment compensation received during 2020 from income taxes.,Taxation
"To amend the Internal Revenue Code of 1986 to make
		  permanent the special rule for contributions of qualified conservation
		  contributions.",Taxation
"To ensure that enforcement of Federal tax law by the Internal Revenue Service is not influenced by
			 political bias, inaccurate sources of information, or bias at the
			 individual examiner or department level, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to expand the
		  tip tax credit to employers of cosmetologists and to promote tax compliance in
		  the cosmetology sector.",Taxation
To amend the Internal Revenue Code of 1986 to modify the tax treatment of certain equity grants.,Taxation
"To amend the Internal Revenue Code of 1986 to encourage retirement and family savings, and for
			 other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to expand certain exceptions to the private activity
			 bond rules for first-time farmers, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to exclude
		  from gross income gain from the sale or grant of conservation easements and to
		  allow the sale or grant of conservation easements in the case of the special
		  estate tax valuation provisions for certain farm and other trade or business
		  real property.",Taxation
"To provide a Federal income tax credit for Patriot
		  employers, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to provide a
		  credit for property certified by the Environmental Protection Agency under the
		  WaterSense program.",Taxation
"To amend the Internal Revenue Code of 1986
		  to exclude from gross income certain combat zone compensation of civilian
		  employees of the United States.",Taxation
"To limit the authority of States to tax certain income of employees for employment duties performed
			 in other States.",Taxation
"To amend the Internal Revenue Code of 1986 to allow
		  long-term care insurance to be offered under cafeteria plans and flexible
		  spending arrangements and to provide additional consumer protections for
		  long-term care insurance.",Taxation
"To amend the Internal Revenue Code of 1986 to exclude from gross income amounts received from
			 State-based earthquake loss mitigation programs.",Taxation
"To amend the Internal Revenue Code of 1986 to improve
		  access to health care through expanded health savings accounts, and for other
		  purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to allow
		  employees not covered by qualified retirement plans to save for retirement
		  through automatic payroll deposit IRAs, to facilitate similar saving by the
		  self-employed, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to provide credits against income tax for qualified stem cell research, the storage of qualified stem cells, and the donation of umbilical cord blood.",Taxation
"To rescind the authority of the Secretary of the Treasury
		  to develop a return-free tax system.",Taxation
To amend the Internal Revenue Code of 1986 to reduce the corporate income tax rate to 10 percent and to lower the rate of tax on capital gains and dividends to 10 percent.,Taxation
"To amend the Internal Revenue Code of 1986 to prohibit 501(c)(4) entities from using more than 10 percent of total expenditures on certain political expenditures, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to provide a
		  credit against tax for hurricane and tornado mitigation
		  expenditures.",Taxation
"To amend the Internal Revenue Code of 1986
		  to provide for the creation of disaster protection funds by property and
		  casualty insurance companies for the payment of policyholders’ claims arising
		  from future catastrophic events.",Taxation
"To limit the availability of tax credits and reductions
		  in cost-sharing under the Patient Protection and Affordable Care Act to
		  individuals who receive health insurance coverage pursuant to the provisions of
		  a Taft-Hartley plan.",Taxation
"To amend the Internal Revenue Code of 1986 to modify the incentives for the production of
			 biodiesel.",Taxation
"To provide a Federal income tax credit for Patriot
		  employers, and for other purposes.",Taxation
"To amend the Internal Revenue Code of 1986 to expand affordability of health insurance for working
			 families.",Taxation
"To amend the Internal Revenue Code of 1986 to provide incentives for education in the areas of
			 science, technology, engineering, and mathematics.",Taxation
"To amend the Internal Revenue Code of 1986 to extend the credit for residential energy efficient
			 property and the energy credit.",Taxation
